date,product_code,category,popularity,size,model,product_name,wholesale_price,base_cost,default_supplier,default_warehouse,production,sales,inventory
2023-07-03,Mi550021,Mini-LED,热门款,55寸,Mini-LED-55,Mini-LED 55寸 智能电视,5082.0,3750.0,三星显示,物料仓-A,152,114,5165
2023-07-03,Mi650022,Mini-LED,热门款,65寸,Mini-LED-65,Mini-LED 65寸 智能电视,6515.64,5000.0,富士康,物料仓-B,156,123,4878
2023-07-03,Mi750023,Mini-LED,热门款,75寸,Mini-LED-75,Mini-LED 75寸 智能电视,8491.86,6250.0,华星光电,物料仓-A,154,125,5153
2023-07-03,Mi850024,Mini-LED,热门款,85寸,Mini-LED-85,Mini-LED 85寸 智能电视,10843.51,7500.0,富士康,物料仓-A,121,88,5027
2023-07-04,LC430001,LCD,热门款,43寸,LCD-43,LCD 43寸 智能电视,1374.91,1000.0,三星显示,物料仓-A,140,103,4786
2023-07-04,LC500002,LCD,热门款,50寸,LCD-50,LCD 50寸 智能电视,1703.68,1200.0,京东方,物料仓-A,169,127,5178
2023-07-04,LC550003,LCD,热门款,55寸,LCD-55,LCD 55寸 智能电视,2087.77,1500.0,三星显示,物料仓-B,153,116,4840
2023-07-04,LC650004,LCD,热门款,65寸,LCD-65,LCD 65寸 智能电视,2860.36,2000.0,三星显示,成品仓-B,147,135,4749
2023-07-04,LC750005,LCD,冷门款,75寸,LCD-75,LCD 75寸 智能电视,3719.28,2500.0,京东方,物料仓-B,43,29,1675
2023-07-04,LC850006,LCD,热门款,85寸,LCD-85,LCD 85寸 智能电视,4270.49,3000.0,京东方,成品仓-B,129,110,5003
2023-07-04,OL430007,OLED,热门款,43寸,OLED-43,OLED 43寸 智能电视,2609.22,2000.0,华星光电,物料仓-A,133,127,5027
2023-07-04,OL500008,OLED,热门款,50寸,OLED-50,OLED 50寸 智能电视,3142.4,2400.0,LG Display,物料仓-B,132,93,4942
2023-07-04,OL550009,OLED,热门款,55寸,OLED-55,OLED 55寸 智能电视,3954.36,3000.0,华星光电,物料仓-B,143,129,5106
2023-07-04,OL650010,OLED,热门款,65寸,OLED-65,OLED 65寸 智能电视,5673.93,4000.0,华星光电,成品仓-A,118,94,4775
2023-07-04,OL750011,OLED,冷门款,75寸,OLED-75,OLED 75寸 智能电视,6670.52,5000.0,京东方,物料仓-B,52,46,1760
2023-07-04,OL850012,OLED,热门款,85寸,OLED-85,OLED 85寸 智能电视,8475.95,6000.0,京东方,成品仓-A,193,147,4912
2023-07-04,QL430013,QLED,热门款,43寸,QLED-43,QLED 43寸 智能电视,2423.12,1800.0,LG Display,物料仓-A,124,110,5291
2023-07-04,QL500014,QLED,热门款,50寸,QLED-50,QLED 50寸 智能电视,3071.52,2160.0,华星光电,成品仓-B,170,122,5183
2023-07-04,QL550015,QLED,热门款,55寸,QLED-55,QLED 55寸 智能电视,3608.41,2700.0,LG Display,成品仓-B,129,106,5089
2023-07-04,QL650016,QLED,热门款,65寸,QLED-65,QLED 65寸 智能电视,4829.72,3600.0,LG Display,成品仓-B,132,88,4854
2023-07-04,QL750017,QLED,热门款,75寸,QLED-75,QLED 75寸 智能电视,6608.06,4500.0,LG Display,成品仓-B,190,147,4906
2023-07-04,QL850018,QLED,冷门款,85寸,QLED-85,QLED 85寸 智能电视,8020.79,5400.0,LG Display,成品仓-A,49,34,1915
2023-07-04,Mi430019,Mini-LED,热门款,43寸,Mini-LED-43,Mini-LED 43寸 智能电视,3672.27,2500.0,三星显示,成品仓-B,106,82,4728
2023-07-04,Mi500020,Mini-LED,热门款,50寸,Mini-LED-50,Mini-LED 50寸 智能电视,4252.05,3000.0,富士康,物料仓-B,125,104,5273
2023-07-04,Mi550021,Mini-LED,热门款,55寸,Mini-LED-55,Mini-LED 55寸 智能电视,5082.0,3750.0,三星显示,物料仓-A,169,157,5177
2023-07-04,Mi650022,Mini-LED,热门款,65寸,Mini-LED-65,Mini-LED 65寸 智能电视,6515.64,5000.0,富士康,物料仓-B,80,61,4897
2023-07-04,Mi750023,Mini-LED,热门款,75寸,Mini-LED-75,Mini-LED 75寸 智能电视,8491.86,6250.0,华星光电,物料仓-A,124,101,5176
2023-07-04,Mi850024,Mini-LED,热门款,85寸,Mini-LED-85,Mini-LED 85寸 智能电视,10843.51,7500.0,富士康,物料仓-A,113,90,5050
2023-07-05,LC430001,LCD,热门款,43寸,LCD-43,LCD 43寸 智能电视,1374.91,1000.0,三星显示,物料仓-A,124,97,4813
2023-07-05,LC500002,LCD,热门款,50寸,LCD-50,LCD 50寸 智能电视,1703.68,1200.0,京东方,物料仓-A,118,97,5199
2023-07-05,LC550003,LCD,热门款,55寸,LCD-55,LCD 55寸 智能电视,2087.77,1500.0,三星显示,物料仓-B,112,107,4845
2023-07-05,LC650004,LCD,热门款,65寸,LCD-65,LCD 65寸 智能电视,2860.36,2000.0,三星显示,成品仓-B,164,154,4759
2023-07-05,LC750005,LCD,冷门款,75寸,LCD-75,LCD 75寸 智能电视,3719.28,2500.0,京东方,物料仓-B,49,34,1690
2023-07-05,LC850006,LCD,热门款,85寸,LCD-85,LCD 85寸 智能电视,4270.49,3000.0,京东方,成品仓-B,165,130,5038
2023-07-05,OL430007,OLED,热门款,43寸,OLED-43,OLED 43寸 智能电视,2609.22,2000.0,华星光电,物料仓-A,181,165,5043
2023-07-05,OL500008,OLED,热门款,50寸,OLED-50,OLED 50寸 智能电视,3142.4,2400.0,LG Display,物料仓-B,73,49,4966
2023-07-05,OL550009,OLED,热门款,55寸,OLED-55,OLED 55寸 智能电视,3954.36,3000.0,华星光电,物料仓-B,159,124,5141
2023-07-05,OL650010,OLED,热门款,65寸,OLED-65,OLED 65寸 智能电视,5673.93,4000.0,华星光电,成品仓-A,113,107,4781
2023-07-05,OL750011,OLED,冷门款,75寸,OLED-75,OLED 75寸 智能电视,6670.52,5000.0,京东方,物料仓-B,46,36,1770
2023-07-05,OL850012,OLED,热门款,85寸,OLED-85,OLED 85寸 智能电视,8475.95,6000.0,京东方,成品仓-A,182,141,4953
2023-07-05,QL430013,QLED,热门款,43寸,QLED-43,QLED 43寸 智能电视,2423.12,1800.0,LG Display,物料仓-A,125,94,5322
2023-07-05,QL500014,QLED,热门款,50寸,QLED-50,QLED 50寸 智能电视,3071.52,2160.0,华星光电,成品仓-B,149,115,5217
2023-07-05,QL550015,QLED,热门款,55寸,QLED-55,QLED 55寸 智能电视,3608.41,2700.0,LG Display,成品仓-B,207,168,5128
2023-07-05,QL650016,QLED,热门款,65寸,QLED-65,QLED 65寸 智能电视,4829.72,3600.0,LG Display,成品仓-B,169,126,4897
2023-07-05,QL750017,QLED,热门款,75寸,QLED-75,QLED 75寸 智能电视,6608.06,4500.0,LG Display,成品仓-B,126,86,4946
2023-07-05,QL850018,QLED,冷门款,85寸,QLED-85,QLED 85寸 智能电视,8020.79,5400.0,LG Display,成品仓-A,57,46,1926
2023-07-05,Mi430019,Mini-LED,热门款,43寸,Mini-LED-43,Mini-LED 43寸 智能电视,3672.27,2500.0,三星显示,成品仓-B,141,100,4769
2023-07-05,Mi500020,Mini-LED,热门款,50寸,Mini-LED-50,Mini-LED 50寸 智能电视,4252.05,3000.0,富士康,物料仓-B,147,117,5303
2023-07-05,Mi550021,Mini-LED,热门款,55寸,Mini-LED-55,Mini-LED 55寸 智能电视,5082.0,3750.0,三星显示,物料仓-A,115,99,5193
2023-07-05,Mi650022,Mini-LED,热门款,65寸,Mini-LED-65,Mini-LED 65寸 智能电视,6515.64,5000.0,富士康,物料仓-B,153,144,4906
2023-07-05,Mi750023,Mini-LED,热门款,75寸,Mini-LED-75,Mini-LED 75寸 智能电视,8491.86,6250.0,华星光电,物料仓-A,141,98,5219
2023-07-05,Mi850024,Mini-LED,热门款,85寸,Mini-LED-85,Mini-LED 85寸 智能电视,10843.51,7500.0,富士康,物料仓-A,134,120,5064
2023-07-06,LC430001,LCD,热门款,43寸,LCD-43,LCD 43寸 智能电视,1374.91,1000.0,三星显示,物料仓-A,75,66,4822
2023-07-06,LC500002,LCD,热门款,50寸,LCD-50,LCD 50寸 智能电视,1703.68,1200.0,京东方,物料仓-A,169,154,5214
2023-07-06,LC550003,LCD,热门款,55寸,LCD-55,LCD 55寸 智能电视,2087.77,1500.0,三星显示,物料仓-B,177,120,4902
2023-07-06,LC650004,LCD,热门款,65寸,LCD-65,LCD 65寸 智能电视,2860.36,2000.0,三星显示,成品仓-B,186,132,4813
2023-07-06,LC750005,LCD,冷门款,75寸,LCD-75,LCD 75寸 智能电视,3719.28,2500.0,京东方,物料仓-B,57,50,1697
2023-07-06,LC850006,LCD,热门款,85寸,LCD-85,LCD 85寸 智能电视,4270.49,3000.0,京东方,成品仓-B,95,74,5059
2023-07-06,OL430007,OLED,热门款,43寸,OLED-43,OLED 43寸 智能电视,2609.22,2000.0,华星光电,物料仓-A,129,101,5071
2023-07-06,OL500008,OLED,热门款,50寸,OLED-50,OLED 50寸 智能电视,3142.4,2400.0,LG Display,物料仓-B,131,120,4977
2023-07-06,OL550009,OLED,热门款,55寸,OLED-55,OLED 55寸 智能电视,3954.36,3000.0,华星光电,物料仓-B,60,43,5158
2023-07-06,OL650010,OLED,热门款,65寸,OLED-65,OLED 65寸 智能电视,5673.93,4000.0,华星光电,成品仓-A,112,101,4792
2023-07-06,OL750011,OLED,冷门款,75寸,OLED-75,OLED 75寸 智能电视,6670.52,5000.0,京东方,物料仓-B,60,57,1773
2023-07-06,OL850012,OLED,热门款,85寸,OLED-85,OLED 85寸 智能电视,8475.95,6000.0,京东方,成品仓-A,172,163,4962
2023-07-06,QL430013,QLED,热门款,43寸,QLED-43,QLED 43寸 智能电视,2423.12,1800.0,LG Display,物料仓-A,107,83,5346
2023-07-06,QL500014,QLED,热门款,50寸,QLED-50,QLED 50寸 智能电视,3071.52,2160.0,华星光电,成品仓-B,126,92,5251
2023-07-06,QL550015,QLED,热门款,55寸,QLED-55,QLED 55寸 智能电视,3608.41,2700.0,LG Display,成品仓-B,203,166,5165
2023-07-06,QL650016,QLED,热门款,65寸,QLED-65,QLED 65寸 智能电视,4829.72,3600.0,LG Display,成品仓-B,155,148,4904
2023-07-06,QL750017,QLED,热门款,75寸,QLED-75,QLED 75寸 智能电视,6608.06,4500.0,LG Display,成品仓-B,166,141,4971
2023-07-06,QL850018,QLED,冷门款,85寸,QLED-85,QLED 85寸 智能电视,8020.79,5400.0,LG Display,成品仓-A,45,39,1932
2023-07-06,Mi430019,Mini-LED,热门款,43寸,Mini-LED-43,Mini-LED 43寸 智能电视,3672.27,2500.0,三星显示,成品仓-B,198,180,4787
2023-07-06,Mi500020,Mini-LED,热门款,50寸,Mini-LED-50,Mini-LED 50寸 智能电视,4252.05,3000.0,富士康,物料仓-B,154,119,5338
2023-07-06,Mi550021,Mini-LED,热门款,55寸,Mini-LED-55,Mini-LED 55寸 智能电视,5082.0,3750.0,三星显示,物料仓-A,141,106,5228
2023-07-06,Mi650022,Mini-LED,热门款,65寸,Mini-LED-65,Mini-LED 65寸 智能电视,6515.64,5000.0,富士康,物料仓-B,127,101,4932
2023-07-06,Mi750023,Mini-LED,热门款,75寸,Mini-LED-75,Mini-LED 75寸 智能电视,8491.86,6250.0,华星光电,物料仓-A,150,127,5242
2023-07-06,Mi850024,Mini-LED,热门款,85寸,Mini-LED-85,Mini-LED 85寸 智能电视,10843.51,7500.0,富士康,物料仓-A,147,123,5088
2023-07-07,LC430001,LCD,热门款,43寸,LCD-43,LCD 43寸 智能电视,1374.91,1000.0,三星显示,物料仓-A,166,128,4860
2023-07-07,LC500002,LCD,热门款,50寸,LCD-50,LCD 50寸 智能电视,1703.68,1200.0,京东方,物料仓-A,120,113,5221
2023-07-07,LC550003,LCD,热门款,55寸,LCD-55,LCD 55寸 智能电视,2087.77,1500.0,三星显示,物料仓-B,190,183,4909
2023-07-07,LC650004,LCD,热门款,65寸,LCD-65,LCD 65寸 智能电视,2860.36,2000.0,三星显示,成品仓-B,111,86,4838
2023-07-07,LC750005,LCD,冷门款,75寸,LCD-75,LCD 75寸 智能电视,3719.28,2500.0,京东方,物料仓-B,59,51,1705
2023-07-07,LC850006,LCD,热门款,85寸,LCD-85,LCD 85寸 智能电视,4270.49,3000.0,京东方,成品仓-B,152,127,5084
2023-07-07,OL430007,OLED,热门款,43寸,OLED-43,OLED 43寸 智能电视,2609.22,2000.0,华星光电,物料仓-A,144,118,5097
2023-07-07,OL500008,OLED,热门款,50寸,OLED-50,OLED 50寸 智能电视,3142.4,2400.0,LG Display,物料仓-B,127,107,4997
2023-07-07,OL550009,OLED,热门款,55寸,OLED-55,OLED 55寸 智能电视,3954.36,3000.0,华星光电,物料仓-B,172,142,5188
2023-07-07,OL650010,OLED,热门款,65寸,OLED-65,OLED 65寸 智能电视,5673.93,4000.0,华星光电,成品仓-A,177,153,4816
2023-07-07,OL750011,OLED,冷门款,75寸,OLED-75,OLED 75寸 智能电视,6670.52,5000.0,京东方,物料仓-B,35,23,1785
2023-07-07,OL850012,OLED,热门款,85寸,OLED-85,OLED 85寸 智能电视,8475.95,6000.0,京东方,成品仓-A,152,142,4972
2023-07-07,QL430013,QLED,热门款,43寸,QLED-43,QLED 43寸 智能电视,2423.12,1800.0,LG Display,物料仓-A,162,107,5401
2023-07-07,QL500014,QLED,热门款,50寸,QLED-50,QLED 50寸 智能电视,3071.52,2160.0,华星光电,成品仓-B,111,85,5277
2023-07-07,QL550015,QLED,热门款,55寸,QLED-55,QLED 55寸 智能电视,3608.41,2700.0,LG Display,成品仓-B,123,99,5189
2023-07-07,QL650016,QLED,热门款,65寸,QLED-65,QLED 65寸 智能电视,4829.72,3600.0,LG Display,成品仓-B,120,81,4943
2023-07-07,QL750017,QLED,热门款,75寸,QLED-75,QLED 75寸 智能电视,6608.06,4500.0,LG Display,成品仓-B,130,94,5007
2023-07-07,QL850018,QLED,冷门款,85寸,QLED-85,QLED 85寸 智能电视,8020.79,5400.0,LG Display,成品仓-A,46,30,1948
2023-07-07,Mi430019,Mini-LED,热门款,43寸,Mini-LED-43,Mini-LED 43寸 智能电视,3672.27,2500.0,三星显示,成品仓-B,178,158,4807
2023-07-07,Mi500020,Mini-LED,热门款,50寸,Mini-LED-50,Mini-LED 50寸 智能电视,4252.05,3000.0,富士康,物料仓-B,139,106,5371
2023-07-07,Mi550021,Mini-LED,热门款,55寸,Mini-LED-55,Mini-LED 55寸 智能电视,5082.0,3750.0,三星显示,物料仓-A,150,122,5256
2023-07-07,Mi650022,Mini-LED,热门款,65寸,Mini-LED-65,Mini-LED 65寸 智能电视,6515.64,5000.0,富士康,物料仓-B,176,155,4953
2023-07-07,Mi750023,Mini-LED,热门款,75寸,Mini-LED-75,Mini-LED 75寸 智能电视,8491.86,6250.0,华星光电,物料仓-A,144,120,5266
2023-07-07,Mi850024,Mini-LED,热门款,85寸,Mini-LED-85,Mini-LED 85寸 智能电视,10843.51,7500.0,富士康,物料仓-A,172,155,5105
2023-07-08,LC430001,LCD,热门款,43寸,LCD-43,LCD 43寸 智能电视,1374.91,1000.0,三星显示,物料仓-A,153,116,4897
2023-07-08,LC500002,LCD,热门款,50寸,LCD-50,LCD 50寸 智能电视,1703.68,1200.0,京东方,物料仓-A,156,120,5257
2023-07-08,LC550003,LCD,热门款,55寸,LCD-55,LCD 55寸 智能电视,2087.77,1500.0,三星显示,物料仓-B,132,105,4936
2023-07-08,LC650004,LCD,热门款,65寸,LCD-65,LCD 65寸 智能电视,2860.36,2000.0,三星显示,成品仓-B,174,149,4863
2023-07-08,LC750005,LCD,冷门款,75寸,LCD-75,LCD 75寸 智能电视,3719.28,2500.0,京东方,物料仓-B,48,48,1705
2023-07-08,LC850006,LCD,热门款,85寸,LCD-85,LCD 85寸 智能电视,4270.49,3000.0,京东方,成品仓-B,123,103,5104
2023-07-08,OL430007,OLED,热门款,43寸,OLED-43,OLED 43寸 智能电视,2609.22,2000.0,华星光电,物料仓-A,181,152,5126
2023-07-08,OL500008,OLED,热门款,50寸,OLED-50,OLED 50寸 智能电视,3142.4,2400.0,LG Display,物料仓-B,158,123,5032
2023-07-08,OL550009,OLED,热门款,55寸,OLED-55,OLED 55寸 智能电视,3954.36,3000.0,华星光电,物料仓-B,198,146,5240
2023-07-08,OL650010,OLED,热门款,65寸,OLED-65,OLED 65寸 智能电视,5673.93,4000.0,华星光电,成品仓-A,86,84,4818
2023-07-08,OL750011,OLED,冷门款,75寸,OLED-75,OLED 75寸 智能电视,6670.52,5000.0,京东方,物料仓-B,52,32,1805
2023-07-08,OL850012,OLED,热门款,85寸,OLED-85,OLED 85寸 智能电视,8475.95,6000.0,京东方,成品仓-A,125,93,5004
2023-07-08,QL430013,QLED,热门款,43寸,QLED-43,QLED 43寸 智能电视,2423.12,1800.0,LG Display,物料仓-A,166,122,5445
2023-07-08,QL500014,QLED,热门款,50寸,QLED-50,QLED 50寸 智能电视,3071.52,2160.0,华星光电,成品仓-B,91,71,5297
2023-07-08,QL550015,QLED,热门款,55寸,QLED-55,QLED 55寸 智能电视,3608.41,2700.0,LG Display,成品仓-B,212,199,5202
2023-07-08,QL650016,QLED,热门款,65寸,QLED-65,QLED 65寸 智能电视,4829.72,3600.0,LG Display,成品仓-B,136,131,4948
2023-07-08,QL750017,QLED,热门款,75寸,QLED-75,QLED 75寸 智能电视,6608.06,4500.0,LG Display,成品仓-B,208,193,5022
2023-07-08,QL850018,QLED,冷门款,85寸,QLED-85,QLED 85寸 智能电视,8020.79,5400.0,LG Display,成品仓-A,30,23,1955
2023-07-08,Mi430019,Mini-LED,热门款,43寸,Mini-LED-43,Mini-LED 43寸 智能电视,3672.27,2500.0,三星显示,成品仓-B,132,99,4840
2023-07-08,Mi500020,Mini-LED,热门款,50寸,Mini-LED-50,Mini-LED 50寸 智能电视,4252.05,3000.0,富士康,物料仓-B,168,135,5404
2023-07-08,Mi550021,Mini-LED,热门款,55寸,Mini-LED-55,Mini-LED 55寸 智能电视,5082.0,3750.0,三星显示,物料仓-A,113,95,5274
2023-07-08,Mi650022,Mini-LED,热门款,65寸,Mini-LED-65,Mini-LED 65寸 智能电视,6515.64,5000.0,富士康,物料仓-B,115,100,4968
2023-07-08,Mi750023,Mini-LED,热门款,75寸,Mini-LED-75,Mini-LED 75寸 智能电视,8491.86,6250.0,华星光电,物料仓-A,119,95,5290
2023-07-08,Mi850024,Mini-LED,热门款,85寸,Mini-LED-85,Mini-LED 85寸 智能电视,10843.51,7500.0,富士康,物料仓-A,160,121,5144
2023-07-09,LC430001,LCD,热门款,43寸,LCD-43,LCD 43寸 智能电视,1374.91,1000.0,三星显示,物料仓-A,166,118,4945
2023-07-09,LC500002,LCD,热门款,50寸,LCD-50,LCD 50寸 智能电视,1703.68,1200.0,京东方,物料仓-A,199,134,5322
2023-07-09,LC550003,LCD,热门款,55寸,LCD-55,LCD 55寸 智能电视,2087.77,1500.0,三星显示,物料仓-B,156,143,4949
2023-07-09,LC650004,LCD,热门款,65寸,LCD-65,LCD 65寸 智能电视,2860.36,2000.0,三星显示,成品仓-B,190,156,4897
2023-07-09,LC750005,LCD,冷门款,75寸,LCD-75,LCD 75寸 智能电视,3719.28,2500.0,京东方,物料仓-B,68,56,1717
2023-07-09,LC850006,LCD,热门款,85寸,LCD-85,LCD 85寸 智能电视,4270.49,3000.0,京东方,成品仓-B,157,129,5132
2023-07-09,OL430007,OLED,热门款,43寸,OLED-43,OLED 43寸 智能电视,2609.22,2000.0,华星光电,物料仓-A,122,99,5149
2023-07-09,OL500008,OLED,热门款,50寸,OLED-50,OLED 50寸 智能电视,3142.4,2400.0,LG Display,物料仓-B,180,133,5079
2023-07-09,OL550009,OLED,热门款,55寸,OLED-55,OLED 55寸 智能电视,3954.36,3000.0,华星光电,物料仓-B,102,76,5266
2023-07-09,OL650010,OLED,热门款,65寸,OLED-65,OLED 65寸 智能电视,5673.93,4000.0,华星光电,成品仓-A,161,136,4843
2023-07-09,OL750011,OLED,冷门款,75寸,OLED-75,OLED 75寸 智能电视,6670.52,5000.0,京东方,物料仓-B,51,40,1816
2023-07-09,OL850012,OLED,热门款,85寸,OLED-85,OLED 85寸 智能电视,8475.95,6000.0,京东方,成品仓-A,109,87,5026
2023-07-09,QL430013,QLED,热门款,43寸,QLED-43,QLED 43寸 智能电视,2423.12,1800.0,LG Display,物料仓-A,151,126,5470
2023-07-09,QL500014,QLED,热门款,50寸,QLED-50,QLED 50寸 智能电视,3071.52,2160.0,华星光电,成品仓-B,144,116,5325
2023-07-09,QL550015,QLED,热门款,55寸,QLED-55,QLED 55寸 智能电视,3608.41,2700.0,LG Display,成品仓-B,185,144,5243
2023-07-09,QL650016,QLED,热门款,65寸,QLED-65,QLED 65寸 智能电视,4829.72,3600.0,LG Display,成品仓-B,176,137,4987
2023-07-09,QL750017,QLED,热门款,75寸,QLED-75,QLED 75寸 智能电视,6608.06,4500.0,LG Display,成品仓-B,147,114,5055
2023-07-09,QL850018,QLED,冷门款,85寸,QLED-85,QLED 85寸 智能电视,8020.79,5400.0,LG Display,成品仓-A,45,31,1969
2023-07-09,Mi430019,Mini-LED,热门款,43寸,Mini-LED-43,Mini-LED 43寸 智能电视,3672.27,2500.0,三星显示,成品仓-B,116,92,4864
2023-07-09,Mi500020,Mini-LED,热门款,50寸,Mini-LED-50,Mini-LED 50寸 智能电视,4252.05,3000.0,富士康,物料仓-B,115,99,5420
2023-07-09,Mi550021,Mini-LED,热门款,55寸,Mini-LED-55,Mini-LED 55寸 智能电视,5082.0,3750.0,三星显示,物料仓-A,163,128,5309
2023-07-09,Mi650022,Mini-LED,热门款,65寸,Mini-LED-65,Mini-LED 65寸 智能电视,6515.64,5000.0,富士康,物料仓-B,199,165,5002
2023-07-09,Mi750023,Mini-LED,热门款,75寸,Mini-LED-75,Mini-LED 75寸 智能电视,8491.86,6250.0,华星光电,物料仓-A,130,98,5322
2023-07-09,Mi850024,Mini-LED,热门款,85寸,Mini-LED-85,Mini-LED 85寸 智能电视,10843.51,7500.0,富士康,物料仓-A,153,140,5157
2023-07-10,LC430001,LCD,热门款,43寸,LCD-43,LCD 43寸 智能电视,1374.91,1000.0,三星显示,物料仓-A,156,140,4961
2023-07-10,LC500002,LCD,热门款,50寸,LCD-50,LCD 50寸 智能电视,1703.68,1200.0,京东方,物料仓-A,139,133,5328
2023-07-10,LC550003,LCD,热门款,55寸,LCD-55,LCD 55寸 智能电视,2087.77,1500.0,三星显示,物料仓-B,186,139,4996
2023-07-10,LC650004,LCD,热门款,65寸,LCD-65,LCD 65寸 智能电视,2860.36,2000.0,三星显示,成品仓-B,186,154,4929
2023-07-10,LC750005,LCD,冷门款,75寸,LCD-75,LCD 75寸 智能电视,3719.28,2500.0,京东方,物料仓-B,47,28,1736
2023-07-10,LC850006,LCD,热门款,85寸,LCD-85,LCD 85寸 智能电视,4270.49,3000.0,京东方,成品仓-B,171,133,5170
2023-07-10,OL430007,OLED,热门款,43寸,OLED-43,OLED 43寸 智能电视,2609.22,2000.0,华星光电,物料仓-A,136,100,5185
2023-07-10,OL500008,OLED,热门款,50寸,OLED-50,OLED 50寸 智能电视,3142.4,2400.0,LG Display,物料仓-B,138,125,5092
2023-07-10,OL550009,OLED,热门款,55寸,OLED-55,OLED 55寸 智能电视,3954.36,3000.0,华星光电,物料仓-B,148,123,5291
2023-07-10,OL650010,OLED,热门款,65寸,OLED-65,OLED 65寸 智能电视,5673.93,4000.0,华星光电,成品仓-A,154,134,4863
2023-07-10,OL750011,OLED,冷门款,75寸,OLED-75,OLED 75寸 智能电视,6670.52,5000.0,京东方,物料仓-B,49,37,1828
2023-07-10,OL850012,OLED,热门款,85寸,OLED-85,OLED 85寸 智能电视,8475.95,6000.0,京东方,成品仓-A,117,78,5065
2023-07-10,QL430013,QLED,热门款,43寸,QLED-43,QLED 43寸 智能电视,2423.12,1800.0,LG Display,物料仓-A,187,155,5502
2023-07-10,QL500014,QLED,热门款,50寸,QLED-50,QLED 50寸 智能电视,3071.52,2160.0,华星光电,成品仓-B,196,149,5372
2023-07-10,QL550015,QLED,热门款,55寸,QLED-55,QLED 55寸 智能电视,3608.41,2700.0,LG Display,成品仓-B,156,136,5263
2023-07-10,QL650016,QLED,热门款,65寸,QLED-65,QLED 65寸 智能电视,4829.72,3600.0,LG Display,成品仓-B,116,83,5020
2023-07-10,QL750017,QLED,热门款,75寸,QLED-75,QLED 75寸 智能电视,6608.06,4500.0,LG Display,成品仓-B,198,192,5061
2023-07-10,QL850018,QLED,冷门款,85寸,QLED-85,QLED 85寸 智能电视,8020.79,5400.0,LG Display,成品仓-A,42,34,1977
2023-07-10,Mi430019,Mini-LED,热门款,43寸,Mini-LED-43,Mini-LED 43寸 智能电视,3672.27,2500.0,三星显示,成品仓-B,151,105,4910
2023-07-10,Mi500020,Mini-LED,热门款,50寸,Mini-LED-50,Mini-LED 50寸 智能电视,4252.05,3000.0,富士康,物料仓-B,179,160,5439
2023-07-10,Mi550021,Mini-LED,热门款,55寸,Mini-LED-55,Mini-LED 55寸 智能电视,5082.0,3750.0,三星显示,物料仓-A,154,151,5312
2023-07-10,Mi650022,Mini-LED,热门款,65寸,Mini-LED-65,Mini-LED 65寸 智能电视,6515.64,5000.0,富士康,物料仓-B,183,154,5031
2023-07-10,Mi750023,Mini-LED,热门款,75寸,Mini-LED-75,Mini-LED 75寸 智能电视,8491.86,6250.0,华星光电,物料仓-A,188,135,5375
2023-07-10,Mi850024,Mini-LED,热门款,85寸,Mini-LED-85,Mini-LED 85寸 智能电视,10843.51,7500.0,富士康,物料仓-A,235,179,5213
2023-07-11,LC430001,LCD,热门款,43寸,LCD-43,LCD 43寸 智能电视,1374.91,1000.0,三星显示,物料仓-A,205,183,4983
2023-07-11,LC500002,LCD,热门款,50寸,LCD-50,LCD 50寸 智能电视,1703.68,1200.0,京东方,物料仓-A,194,176,5346
2023-07-11,LC550003,LCD,热门款,55寸,LCD-55,LCD 55寸 智能电视,2087.77,1500.0,三星显示,物料仓-B,116,104,5008
2023-07-11,LC650004,LCD,热门款,65寸,LCD-65,LCD 65寸 智能电视,2860.36,2000.0,三星显示,成品仓-B,157,137,4949
2023-07-11,LC750005,LCD,冷门款,75寸,LCD-75,LCD 75寸 智能电视,3719.28,2500.0,京东方,物料仓-B,65,49,1752
2023-07-11,LC850006,LCD,热门款,85寸,LCD-85,LCD 85寸 智能电视,4270.49,3000.0,京东方,成品仓-B,138,124,5184
2023-07-11,OL430007,OLED,热门款,43寸,OLED-43,OLED 43寸 智能电视,2609.22,2000.0,华星光电,物料仓-A,188,151,5222
2023-07-11,OL500008,OLED,热门款,50寸,OLED-50,OLED 50寸 智能电视,3142.4,2400.0,LG Display,物料仓-B,147,114,5125
2023-07-11,OL550009,OLED,热门款,55寸,OLED-55,OLED 55寸 智能电视,3954.36,3000.0,华星光电,物料仓-B,146,123,5314
2023-07-11,OL650010,OLED,热门款,65寸,OLED-65,OLED 65寸 智能电视,5673.93,4000.0,华星光电,成品仓-A,125,103,4885
2023-07-11,OL750011,OLED,冷门款,75寸,OLED-75,OLED 75寸 智能电视,6670.52,5000.0,京东方,物料仓-B,44,28,1844
2023-07-11,OL850012,OLED,热门款,85寸,OLED-85,OLED 85寸 智能电视,8475.95,6000.0,京东方,成品仓-A,135,116,5084
2023-07-11,QL430013,QLED,热门款,43寸,QLED-43,QLED 43寸 智能电视,2423.12,1800.0,LG Display,物料仓-A,147,110,5539
2023-07-11,QL500014,QLED,热门款,50寸,QLED-50,QLED 50寸 智能电视,3071.52,2160.0,华星光电,成品仓-B,140,118,5394
2023-07-11,QL550015,QLED,热门款,55寸,QLED-55,QLED 55寸 智能电视,3608.41,2700.0,LG Display,成品仓-B,151,127,5287
